ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0815220,vasıflandırılmak,Nitelikli duruma getirilmek,,niteliklendiren kişi,pag,niteliklendirdiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0579320,noktalamak,Nokta koymak,,noktalayan kişi,pag,noktaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0579820,notalamak,Bir eseri notaya almak,,notalayan kişi,pag,notaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0582110,ocumak,Bir şeyden soğumak,,ocuyan kişi,pag,ocuduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0711430,sulamak,"Para ödemek, vermek, harcamak",Sabah sabah beş milyon lirayı suladık.,para ödeyen kişi,pag,ödediği para,ppt,,para ödenen kişi,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0671270,saymak,"Ödemek, peşin vermek","İki bin lira saydı, bana bir küpe aldı.",ödeyen kişi,pag,ödediği şey,ppt,,ödenilen kişi,gol,,ödenilen bedel,ppt,,,,,,,,,,,,,,,,,,,
TUR10-0847750,yemek,"Birine alacağını vermemek, ödememek",Bu adam benim yüz bin liramı yedi.,ödemeyen kişi,pag,ödemediği şey,ppt,,ödemeyen kişi,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0492860,kurmak,Bir kimseyi dedikodu veya telkinlerle başkasına karşı öfkelendirmek,,öfkelendiren kişi,pag,öfkelendirdiği kişi,ppt,,öfkelenilen kişi,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0582910,oğlaklamak,"Keçi, yavrulamak",,oğlaklayan şey,pag,oğlakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0414320,kapmak,İşitir işitmez veya görür görmez bellemek ve öğrenmek,Bir müzik parçasını kapmak.,öğrenen kişi,pag,öğrendiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0863880,yutmak,"İyice, eksiksiz olarak öğrenmek","Bazen üçer yüz sayfalık iki kitabı birden, yirmi dört saat zarfında hatmedip yuttuğu olurdu.",öğrenen kişi,pag,öğrendiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1039980,güdülenmek,"Canlı, işe veya öğrenmeye geçmek",,öğrenmeye geçen kişi,pag,öğrenmeye geçtiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879780,çekmek,Öğütmek,Kahve çekmek.,öğüten kişi,pag,öğüttüğü şey,ppt,,öğüttüğü araç,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296320,gezlemek,Okun gezini kirişe yerleştirmek,,gezleyen kişi,pag,ok,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0056800,atmak,"Kurşun, gülle, ok vb. şeyleri hedefe fırlatmak","Ona üç kurşun attı, vuramadı.","atan, ateşleyen",pag,"ok, kurşun, gülle",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0583520,okkalamak,Bir şeyin ağırlığını yaklaşık olarak anlayabilmek için elle yoklamak,,okkalayan kişi,pag,okkaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0583610,oklamak,Okla vurmak,,oklayan kişi,pag,okladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0583770,oksijenlemek,Bir maddenin birleşimine oksijen katmak,,oksijenleyen kişi,pag,oksijenlediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0583780,oksijenlemek,Saçların rengini sulandırılmış oksijenli su ile sarartmak,,oksijenleyen kişi,pag,oksijenlediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0584280,okumak,Yazıya geçirilmiş bir metne bakarak bunu sessizce çözümleyip anlamak veya aynı zamanda seslere çevirmek,Çocuklara kitaptan bir masal okudu.,okuyan kişi,pag,okuduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0584290,okumak,Yazılmış bir metnin iletmek istediği şeyleri öğrenmek,Gazete bile okumak istemiyorum.,okuyan kişi,pag,okuduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0584310,okumak,"Şarkı, türkü, şiir vb.ni sesli olarak veya ezgi ile söylemek","Salon boşalmaya başladı, biz şiirler okuyup dinliyoruz.",okuyan kişi,pag,okuduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0246930,endazelemek,Endaze ile ölçmek,,ölçüm yapan kişi,pag,ölçülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0059470,ayaklamak,Ayakla ölçmek,"Bu duvarın uzunluğunu bilmemiz lazım, ayaklayabilir misin?",ölçen kişi,pag,ölçülen yer,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296300,gezlemek,Bir yeri ölçmek,,ölçen kişi,pag,ölçülen yer,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880170,çıkmak,Yetişecek ölçüde olmak,Bu kumaştan bir palto çıkar mı?,ölçüsü yeten şey,pag,ölçüsünün yettiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0395470,kaçırmak,"Ölçüyü, sınırı aşmak, fazlasına gitmek",Kulübün yemeğinde biraz fazlaca kaçırmıştım.,ölçüyü aşan kişi,pag,ölçüyü aştığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0585910,olmak,"Bir görev, makam, san veya nitelik kazanmak","Okumak, eczacı olmak bu sayılı inatlarından biri ve ilkidir.",olan kişi,pag,olduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0585470,oldurmak,Olmasını sağlamak,,olduran kişi,pag,oldurduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0088120,becermek,Birini öldürmek,Tazı bütün tavukları becermiş.,öldüren kişi,pag,öldürülen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0284070,gasletmek,Ölüyü yıkamak,,ölü yıkayıcısı,pag,ölü,ppt,,gasilhane,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0763350,temizlemek,"Sakıncalı, pürüzlü bir işi olumlu sonuçlandırmak",,olumlu sonuçlandıran kişi,pag,olumlu sonuçlandırdığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0444180,kesilmek,"Kendinden önceki kelimeyi ""olmak"" anlamıyla pekiştiren bir fiil",,olan şey,pag,olunan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0215080,dokumak,"En ince noktalarına kadar özen göstererek, emek vererek ortaya çıkarmak",,oluşturan kişi,pag,oluşan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0587270,omuzlamak,Omzuna almak,,omuzlayan kişi,pag,omuzladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0587280,omuzlamak,Omzuyla dayayıp itmek,"Odasına gelirken paravanaya çarpmış, panoyu omuzlamıştı.",omzuyla iten kişi,pag,omzuyla ittiği şey,ppt,,omzuyla itilen yer,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0587630,onarmak,"İşlenen bir kusuru, yapılan bir yanlışlığı giderecek veya önleyecek davranışlarda bulunmak",,onaran kişi,pag,onardığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0073070,bakmak,"Önem vermek, önem vererek üzerinde durmak",Babaları eve iyi bakıyor.,önem veren kişi,pag,önem verilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596600,oynamak,Herhangi birine karşı önemsemeyici davranışlarda bulunmak,Koca adamla oynamaya utanmıyor musun?,önemsemeyen kişi,pag,önemsemediği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0336900,hazırlamak,"Önlem almak, sağlamak",,önlem alan kişi,pag,önlem alınan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0080380,bastırmak,Zararlı bir olayı önlemek,Yangını güçlükle bastırabildiler.,önleyen kişi,pag,önlenen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0588080,ondurmak,Onmasını sağlamak; iyiye döndürmek,"Onu, ağına düşmüş bir av gibi ne öldürdü ne ondurdu.",onmasını sağlayan kişi,pag,onmasını sağladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0589700,oranlamak,Akıl yoluyla gerçeğe yakın olduğuna inanılarak hüküm vermek; tahmin etmek,,oranlayan kişi,pag,oranladığı şey,ppt,,oranlama yaptığı şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0191210,demek,Oranlamak,"Güzellik desen onda, zenginlik desen onda.",oranlayan kişi,pag,oranlanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0589790,orantılamak,Orantılı olarak düşünmek veya değerlendirmek,,orantılayan kişi,pag,orantıladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879810,çekmek,Kaçan ilmeği örmek,Çorap çekmek.,ilmek ören kişi,pag,ördüğü ilmek ,ppt,,ördüğü araç,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0029510,almak,Vücuttaki hasta bir organı ameliyatla çıkarmak,Dalağını aldılar.,cerrah,pag,"organ, tümör",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0163070,çıkarmak,Bir şeyi bir örneğe göre yapmak,Dantel örneği çıkarıyorum.,örneğe göre yapan kişi,pag,örneğe göre yapılan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879620,çekmek,Bir amaçla ortadan kaldırmak,Piyasadaki parayı çekmek.,ortadan kaldıran kişi,pag,ortadan kaldırdığı şey,ppt,,kaldırılan yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0492780,kurmak,Ortaklık sağlamak,,ortaklık sağlayan kişi,pag,ortaklık sağladığı şey,ppt,,ortaklık ettiği kişi,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0592280,ortalamak,Futbolda topu kale ağzındaki arkadaşlarına havadan göndermek,Sol açık topu güzel ortaladı.,ortalayan kişi,pag,ortaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880340,çıkmak,Bir iddia ile ortalıkta görünmek,Sen onun karşısına çapkın bir adam gibi çıktın.,ortalıkta görünen kişi,pag,ortalıkta göründüğü hal,ppt,,göründüğü yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0258490,etmek,Bir durumu ortaya çıkarmak,,eden kişi,pag,ortaya çıkan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0818400,vermek,"Herhangi bir şey ortaya çıkarmak, oluşturmak","Kendisi de muhakkak artistlerden, güzel eser veren, güzel konuşan, hayalleri işlek adamlardan hoşlanıyor.",ortaya çıkaran kişi,pag,ortaya çıkardığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0836050,yaratmak,"Zekâ, düşünce ve hayal gücünden yararlanarak o zamana kadar görülmeyen yeni bir şey ortaya koymak, yapmak",Bir cazibe yaratmak için ne yapmalı diye düşünüyorduk.,Ortaya koyan kişi,pag,Ortaya konan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0092010,belitlemek,Belgeye dayanarak ortaya koymak,Bu gerçekleri belitlemeliyiz.,Ortaya koyan kişi,pag,ortaya konan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0092020,belitlemek,Belitleme kuramını ortaya koymak,Bu konunun kanıtları hala belitlenemedi.,ortaya koyan kişi,pag,ortaya konan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879880,çekmek,Örtmek; giymek,Yorganınızı başınıza çeker ve uykunuza devam edersiniz.,örten kişi,pag,örttüğü şey,ppt,,örtülen şey,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0413920,kaplamak,Bir madeni bir başka madenle kimyasal bir yöntemle örtmek,,madeni örten kişi,pag,örttüğü şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0294660,germek,Gergin bir şeyle örtmek,,geren kişi,pag,örtülen şey,ppt,,gergin nesne,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0111750,boğmak,Bir durumu başka bir durum yaratarak örtmeye çalışmak,"Zaten durumun vahametini sezen müdürle hoca, işi gürültüye boğmak için Atatürk'e müfredat programına dair bir şeyler anlatmaya başladılar.",örten şey,pag,örtülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0226510,duvaklamak,Başını ve yüzünü duvakla örtmek,,duvakla örten kişi,pag,"örtülen şey, yüz, baş",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0843810,yaymak,"Koyun, inek vb.ni otlatmak",,otlatan kişi,pag,otlattığı şey,ppt,,otlatılan yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0595310,ovalamak,Ezmek veya ufak parçalara ayırmak,,ovalayan kişi,pag,ovaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0595470,ovmak,Bir şeyin üzerine bastırarak el gezdirmek,"Şakaklarını, bileklerini kolonya ile ovdum.",ovan kişi,pag,ovduğu şey,ppt,,birlikte ovduğu sıvı,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0074890,ballandırmak,İmrendirecek biçimde övmek,İşi öyle bir ballandırdı ki inanamadık.,öven kişi,pag,övülen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596840,oynatmak,Herhangi bir ödevi yerine getirmeyerek karşı tarafı düzenle oyalamak,Borçlu alacaklıyı iki aydır oynatıyor.,oyalayan kişi,pag,oyaladığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596580,oynamak,"Gereği gibi yapmamak, boşuna vakit geçirmek; oyalanmak",,oyalanan kişi,pag,oyalandığı şey,ppt,,oyalanılan şey,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0436990,kazmak,"Herhangi bir araçla toprağı açmak, oymak",,oyan kişi,pag,oyduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596260,oymak,"Keskin, sivri uçlu bir cisimle bir şeyi yontarak veya delerek çukur oluşturmak","Bir ağaç kütüğünü keser, oyar, nakışlayıp bezerdi.",oyan kişi,pag,oyduğu şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0595960,oylamak,Oya koymak veya oya sunmak,"Beyler, kararı oyluyoruz.",oylayan kişi,pag,oyladığı şey,ppt,,oylayan diğer kişi,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596070,oylumlamak,Resim ve heykelde ögelere oylum duygusu ve biçim vermek,,oylumlayan kişi,pag,oylumladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596430,oynamak,"Vakit geçirme, eğlenme, oyalanma vb. amaçlarla bir şeyle uğraşmak","Çimenler üzerinde çocuklar oynuyor, kuzular otluyor.",oynayan kişi,pag,oynadığı şey,ppt,,oynadığı yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596490,oynamak,Tiyatro eseri sahneye konmak,"Birisi dedi ki bu iki perdelik bir oyun imiş, bitince ötekini oynayacaklarmış.",tiyatroyu oynayan kişi,pag,oynadığı tiyatro,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0161360,çevirmek,Kâğıt oyunu oynamak,Bir el daha okey çevirelim.,kağıt oynu oynayan kişi,pag,oynanan oyun,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0148650,çalmak,"Madeni oymak, kalemle işlemek","Ametist taşlarını çaldı, en sonunda ortaya kalp şekli çıktı.",maden oyan kişi,pag,oyulan maden,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0596960,oyulgalamak,Gelişigüzel dikmek,,oyulgalayan kişi,pag,oyulgaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0597020,oyulgamak,Oyulgalamak,,oyulgayan kişi,pag,oyulgaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0006640,açmak,"Satranç, poker vb. oyunları başlatmak",Satrançta oyunu beyaz açar.,"açan kişi, takım",pag,oyun,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100250,bırakmak,"Özgürlük vermek, hürriyetine kavuşmasını sağlamak",Bıraksam acaba beyaz bir çift güvercin gibi uçarlar mı?,Özgürlük veren kişi,pag,özgürlük verilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0713380,susamak,"Çok istemek, özlemek",,özleyen kişi,pag,özlediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0597750,ozonlamak,Oksijeni ozon durumuna getirmek,,ozonlayan kişi,pag,ozonladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0610770,pahlamak,"Bir parçanın keskin kenarını keserek pah durumuna getirmek, keskinliğini gidermek",,pahlayan kişi,pag,pahlanan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0611230,palamutlamak,"Deriyi, sepilemek için palamut doldurulmuş çukura yatırmak",,palamutlayan kişi,pag,palamutladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0613990,paralamak,Yıpratıp eskitmek,Yepyeni ayakkabıları bir ayda paraladı.,paralayan kişi,pag,paraladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0614330,parametrelemek,Parametreli bir eğri veya yüzey belirlemek,,parametreleyen kişi,pag,parametrelediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0615010,parçalamak,Birliği bozmak amacıyla bölmek,,parçalayan kişi,pag,parçaladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0645400,rendelemek,Rende ile ufak parçalara ayırmak,Peynir rendelemek.,Parçalara ayıran,pag,Parçalara ayrılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0795840,uçmak,Patlayıcı madde ile parçalanmak,,parçalanan şey,pag,parçalayan madde,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1202440,parketmek,"Taşıtları, trafik kullarına uygun bir yerde belli bir süre bırakmak",,parkeden kişi,pag,parkedilen taşıt,ppt,,parkedilen yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0615570,parkelemek,Parke ile döşemek,,parkeleyen kişi,pag,parkelediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0616070,parmaklamak,Parmakla yemek,Balı parmakladı.,parmaklayan kişi,pag,parmakladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0616370,parsellemek,Çeşitli kişiler belirli bir toprağı aralarında paylaşmak,,parselleyen kişi,pag,parsellediği şey,ppt,,parsellenen şeyin paylaşıldığı kişi,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0616360,parsellemek,Parsellere ayırmak,Geniş arazisini parselleyip sattı.,parselleyen kişi,pag,parsellediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0618230,pataklamak,Rastgele vurarak dövmek,Babam yerinden fırlayıp beni bir iyi pataklayacak sanıyordum.,pataklayan kişi,pag,patakladığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0618980,patlatmak,Patlama işine yol açmak,,patlatan kişi,pag,patlattığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0206550,dinamitlemek,Dinamitle havaya uçurmak,,patlatan kişi,pag,patlayan şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0616380,parsellemek,"Çeşitli kuruluş veya iş yerlerinde mevki ve makamlara sahip çıkmak, paylaşmak",,paylaşan kişi,pag,paylaştığı şey,ppt,,paylaşılan kişi,com,,,,,,,,,,,,,,,,,,,,,,
TUR10-0620250,pazarlamak,"Bir ürünü, bir malı, bir hizmeti satacak uygun piyasa bulmak",,pazarlayan kişi,pag,pazarladığı şey,ppt,,pazarlanılan kişi,gol,,,,,,,,,,,,,,,,,,,,,,
TUR10-0100300,bırakmak,"Bir pazarlıkta, belli bir fiyata vermeyi kabul etmek",Başkalarına on ikiye veriyoruz ama sana onar kuruştan bırakayım.,pazarlığı kabul eden kişi,pag,pazarlık edilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0621500,pekitmek,Daha önce istenip de yerine getirilmemiş bir iş için yeniden resmî bir yazı yazmak; tekit etmek,,pekiten kişi,pag,pekittiği şey,ppt,,pekittiği yer,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0622590,pençelemek,Ayakkabıya pençe yapmak,,pençeleyen kişi,pag,pençelediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0623120,perçinlemek,Bir bağıntıyı perçinle tutturmak,,perçinleyen kişi,pag,perçinlediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0623330,perdahlamak,Birini asılsız sözlerle kandırmaya çalışmak,,perdahlayan kişi,pag,perdahladığı kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0623590,perdelemek,"Bir şeyin önüne perde çekmek, perde ile örtmek",,perdeleyen kişi,pag,perdelediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0846120,yedmek,"Çekerek peşinden götürmek, yedeğinde götürmek",,peşinden götüren kişi,pag,peşinden götürdüğü şey,ppt,,peşinden götürülen yer,dir,,,,,,,,,,,,,,,,,,,,,,
TUR10-0625760,peydahlamak,İstenmeyen veya uygun olmayan şeyler edinmek,,peydahlayan kişi,pag,peydahladığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0625980,peylemek,Bir şeyi önceden kendine ayırtmak,Ta uçta kendime bir yer peyleyip sineyim derken Gazi seslendi.,peyleyen kişi,pag,peylediği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0629100,pislemek,Pisletmek,Balkondaki saksıya çarpan küçük çocuk her yeri pisledi.,Pisleten,pag,Pisletilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0402350,kaldırmak,Piyasadan çekmek,İstifçilerin piyasadan kaldırdığı mallar.,piyasadan çeken kişi,pag,piyasadan çekilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0717430,sürmek,"Bir malı satışa sunmak, piyasaya çıkarmak","Satılamayan ne kadar bayat, bozuk mal varsa pansiyonerlere sürerler.",piyasaya çıkaran kişi,pag,piyasaya çıkardığı şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0630430,piyazlamak,"Eti pişirmeden birkaç saat önce soğan ve karabiber, tarçın vb. baharatla ovup bir süre bırakmak",Onun tarifinin püf noktası ilk önce eti piyazlamasıydı.,Piyazlayan,pag,Piyazlanan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0630890,planlamak,Yapılacak bir işi belli plana göre düzenlemek,Düğünümüzü tüm detaylarıyla planladık.,Plan yapan ,pag,Planlanılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0631160,plaselemek,Topu kavisli vuruşla ileri göndermek,Bu oyuncuyu takım arkadaşlarından ayıran en önemli özelliği plaselemede usta olmasıdır.,Plaseleyen,pag,Plaselenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0632050,polarmak,Polarma olayına uğratmak,Işık ışınlarını polarmak için deney yapmak şart gözüküyor.,Polarma olayına uğratan,pag,Polarma olayına uğratılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0632830,pompalamak,"Pompa ile şişirmek, tulumba ile suyu çekmek veya vermek","Takım kaptanı Tulum Hayri, topu iki dizinin arasına almış ha bire pompalıyordu.",Pompalama yapan,pag,Pompalanan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0632990,ponzalamak,"Ponza ile silmek, ovmak, temizlemek",Tüylenmiş kazağını ponzaladı.,Ponzayla silen,pag,Ponzalanan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0185890,dayanmak,Bir şeyin üzerinde kurulmuş olmak,Karşılıklı bilmece sormaya dayanan seyirlik oyunlar da vardır.,"kurallı, sistematik şey",pag,"prensip, kural, sistem",ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0635680,preslemek,Presle sıkıştırmak,Madenlere şekil vermek için onları preslemek gerekir.,Presleme yapan,pag,Presleme uygulanan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0636350,programlamak,"Programa bağlamak, bir şeyin programını yapmak",Yeni dönem başlamadan önce derslerini programladı.,Program yapan,pag,Programı yapılan,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0637700,pudralamak,Pudra sürmek,Bebeğin pişen poposunu iyice pudraladı.,Pudra süren,pag,Pudra sürülen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1122060,püfürdetmek,Dumanını havaya savurarak içmek,"Orada oturup sigara püfürdetmeyin, iş başına, haydi bakalım.",püfürdeten,pag,püfürdetilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0638010,pullamak,Pullarla süslemek,Arkadaşına aldığı doğum günü hediyesinin paketini güzelce pulladı.,Pullarla süsleyen,pag,Pullarla süslenen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0693400,silmek,Tahta malzemeyi makineyle düzgün ve pürüzsüz hâle getirmek,,pürüzsüz hale getiren kişi,pag,pürüzsüz hale getirdiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0639470,püskürmek,Ağzında bulunan bir sıvı veya toz durumundaki bir şeyi hızla savurtarak dışarı çıkarmak,Yemekte ortalık kızışınca ağzındakileri püskürerek tartışmaya başladı.,Püsküren,pag,Püskürtülen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0639590,püskürtmek,Geri dönmek zorunda bırakmak,"Düşmanı hem de kanadı kırık hâlimizle, hangi güçle geri püskürttük?",Püskürten,pag,Püskürtülen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0638650,pusulamak,Pusu konumuna veya durumuna getirmek,Avının peşindeki aslan çalıları pusuladı.,Pusu durumuna getiren,pag,Pusu durumuna getirilen,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0085490,batmak,Hoşa gitmeyen bir duruma uğramak,"Abdi Bey'in sabırsız, çabuk parlamaya yatkın mizacına karısının tevekküllü ve sakinliği fena hâlde batıyor.",rahatsız eden şey,pag,rahatsız edilen kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0775160,tırmalamak,Rahatsız etmek,,rahatsız eden kişi,pag,rahatsız ettiği kişi,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0492270,kurcalamak,Meşgul ve rahatsız etmek,Bu sorunun cevabı zihnimi bir hayli kurcalayıp durmuştur.,rahatsız eden şey,pag,rahatsız ettiği şey,ppt,,,,,,,,,,,,,,,,,,,,,,,,,
